"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2001","2002","2003","2004","2005"
"00000","United States","1","All industry total",13262079.0,13493064.0,13879129.0,14406382.0,14912509.0
"00000","United States","2","  Private industries",11465144.0,11669109.0,12005869.0,12499288.0,12980915.0
"00000","United States","3","    Agriculture, forestry, fishing and hunting",156155.0,161617.0,174162.0,188092.0,196126.0
"00000","United States","4","      Farms",128096.0,133545.0,145088.0,159782.0,168782.0
"00000","United States","5","      Forestry, fishing, and related activities",27869.0,28112.0,29401.0,29092.0,28570.0
"00000","United States","6","    Mining, quarrying, and oil and gas extraction",273325.0,280555.0,248435.0,249878.0,254061.0
"00000","United States","7","      Oil and gas extraction",161343.0,185237.0,149432.0,148295.0,146449.0
"00000","United States","8","      Mining (except oil and gas)",90725.0,83141.0,84576.0,81699.0,82440.0
"00000","United States","9","      Support activities for mining",28393.0,21978.0,23830.0,27651.0,33597.0
"00000","United States","10","    Utilities",215356.0,222899.0,217932.0,231210.0,219185.0
"00000","United States","11","    Construction",767199.0,742306.0,754399.0,781328.0,784798.0
"00000","United States","12","    Manufacturing",1607455.0,1621541.0,1711400.0,1832207.0,1887938.0
"00000","United States","13","      Durable goods manufacturing",704498.0,719384.0,772830.0,828336.0,885605.0
"00000","United States","14","        Wood product manufacturing",24422.0,24715.0,24596.0,24191.0,26400.0
"00000","United States","15","        Nonmetallic mineral product manufacturing",47959.0,47346.0,48774.0,52085.0,53080.0
"00000","United States","16","        Primary metal manufacturing",57768.0,59468.0,57191.0,62680.0,57580.0
"00000","United States","17","        Fabricated metal product manufacturing",139018.0,132944.0,138502.0,144223.0,147372.0
"00000","United States","18","        Machinery manufacturing",117449.0,109659.0,108893.0,120647.0,129527.0
"00000","United States","19","        Computer and electronic product manufacturing",64775.0,70634.0,90742.0,106135.0,121726.0
"00000","United States","20","        Electrical equipment, appliance, and component manufacturing",51646.0,51615.0,55604.0,52273.0,52719.0
"00000","United States","21","        Motor vehicles, bodies and trailers, and parts manufacturing",90464.0,102615.0,111336.0,114718.0,121042.0
"00000","United States","22","        Other transportation equipment manufacturing",97177.0,90976.0,86816.0,89007.0,102365.0
"00000","United States","23","        Furniture and related product manufacturing",35947.0,35240.0,34425.0,37004.0,39032.0
"00000","United States","24","        Miscellaneous manufacturing",57638.0,60163.0,61249.0,64693.0,68267.0
"00000","United States","25","      Nondurable goods manufacturing",956207.0,949388.0,978931.0,1046437.0,1027901.0
"00000","United States","26","        Food and beverage and tobacco product manufacturing",227844.0,215202.0,222635.0,227366.0,226998.0
"00000","United States","27","        Textile mills and textile product mills",27145.0,26397.0,21749.0,26659.0,25160.0
"00000","United States","28","        Apparel, leather, and allied product manufacturing",17758.0,16654.0,14438.0,13979.0,13613.0
"00000","United States","29","        Paper manufacturing",61646.0,63528.0,62339.0,66490.0,64828.0
"00000","United States","30","        Printing and related support activities",37772.0,39561.0,39868.0,40717.0,41391.0
"00000","United States","31","        Petroleum and coal products manufacturing",223746.0,194858.0,257376.0,292028.0,289661.0
"00000","United States","32","        Chemical manufacturing",286269.0,305014.0,306116.0,331198.0,318408.0
"00000","United States","33","        Plastics and rubber products manufacturing",71902.0,70997.0,73582.0,79591.0,78826.0
"00000","United States","34","    Wholesale trade",824442.0,833249.0,879256.0,916807.0,958167.0
"00000","United States","35","    Retail trade",850113.0,887422.0,932969.0,948994.0,979735.0
"00000","United States","36","    Transportation and warehousing",396304.0,382004.0,395431.0,428346.0,448933.0
"00000","United States","37","      Air transportation",52317.0,53046.0,57050.0,67781.0,71505.0
"00000","United States","38","      Rail transportation",40289.0,36346.0,39456.0,41604.0,41974.0
