"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2016","2017","2018","2019"
"00000","United States","1","All industry total",17730509.0,18144105.0,18687786.0,19091662.0
"00000","United States","2","  Private industries",15511037.0,15902123.0,16415475.0,16804174.0
"00000","United States","3","    Agriculture, forestry, fishing and hunting",238834.0,233675.0,243393.0,243607.0
"00000","United States","4","      Farms",207311.0,201504.0,211489.0,208544.0
"00000","United States","5","      Forestry, fishing, and related activities",32411.0,32493.0,32898.0,34720.0
"00000","United States","6","    Mining, quarrying, and oil and gas extraction",427127.0,430992.0,452225.0,504316.0
"00000","United States","7","      Oil and gas extraction",383523.0,356170.0,349987.0,417207.0
"00000","United States","8","      Mining (except oil and gas)",60011.0,63777.0,64081.0,64184.0
"00000","United States","9","      Support activities for mining",32375.0,42748.0,60944.0,60023.0
"00000","United States","10","    Utilities",279573.0,280621.0,282101.0,285691.0
"00000","United States","11","    Construction",627228.0,646770.0,664778.0,664606.0
"00000","United States","12","    Manufacturing",2032409.0,2084305.0,2172660.0,2215345.0
"00000","United States","13","      Durable goods manufacturing",1123205.0,1161023.0,1216615.0,1235651.0
"00000","United States","14","        Wood product manufacturing",27745.0,28656.0,28852.0,30936.0
"00000","United States","15","        Nonmetallic mineral product manufacturing",45969.0,48548.0,48887.0,49588.0
"00000","United States","16","        Primary metal manufacturing",79006.0,69487.0,69971.0,79330.0
"00000","United States","17","        Fabricated metal product manufacturing",130848.0,137349.0,143143.0,140121.0
"00000","United States","18","        Machinery manufacturing",123918.0,132026.0,140564.0,136145.0
"00000","United States","19","        Computer and electronic product manufacturing",290763.0,305726.0,325899.0,337050.0
"00000","United States","20","        Electrical equipment, appliance, and component manufacturing",56591.0,58741.0,60233.0,60095.0
"00000","United States","21","        Motor vehicles, bodies and trailers, and parts manufacturing",128469.0,132489.0,139365.0,145662.0
"00000","United States","22","        Other transportation equipment manufacturing",136716.0,139084.0,146243.0,149427.0
"00000","United States","23","        Furniture and related product manufacturing",27590.0,27335.0,28828.0,27070.0
"00000","United States","24","        Miscellaneous manufacturing",82242.0,85458.0,89483.0,87983.0
"00000","United States","25","      Nondurable goods manufacturing",908899.0,922632.0,955333.0,978949.0
"00000","United States","26","        Food and beverage and tobacco product manufacturing",225160.0,236487.0,241776.0,242186.0
"00000","United States","27","        Textile mills and textile product mills",17223.0,17286.0,16388.0,15912.0
"00000","United States","28","        Apparel, leather, and allied product manufacturing",8741.0,8516.0,8390.0,8031.0
